,Variable Name,description
334,NPT45_PROG,
335,NPT41_OTHER,
336,NPT42_OTHER,
337,NPT43_OTHER,
338,NPT44_OTHER,
339,NPT45_OTHER,
340,NPT4_048_PUB,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
341,NPT4_048_PRIV,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
342,NPT4_048_PROG,
343,NPT4_048_OTHER,
344,NPT4_3075_PUB,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
345,NPT4_3075_PRIV,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
346,NPT4_75UP_PUB,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
347,NPT4_75UP_PRIV,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
348,NPT4_3075_PROG,
349,NPT4_3075_OTHER,
350,NPT4_75UP_PROG,
351,NPT4_75UP_OTHER,
352,NUM4_PUB,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
353,NUM4_PRIV,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
354,NUM4_PROG,
355,NUM4_OTHER,
356,NUM41_PUB,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
357,NUM42_PUB,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
358,NUM43_PUB,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
359,NUM44_PUB,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
360,NUM45_PUB,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
361,NUM41_PRIV,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
362,NUM42_PRIV,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
363,NUM43_PRIV,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
364,NUM44_PRIV,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
365,NUM45_PRIV,"Fall 2017 or AY2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
366,NUM41_PROG,
367,NUM42_PROG,
368,NUM43_PROG,
369,NUM44_PROG,
370,NUM45_PROG,
371,NUM41_OTHER,
372,NUM42_OTHER,
373,NUM43_OTHER,
374,NUM44_OTHER,
375,NUM45_OTHER,
376,COSTT4_A,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
377,COSTT4_P,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
378,TUITIONFEE_IN,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
379,TUITIONFEE_OUT,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
380,TUITIONFEE_PROG,"AcadYr 2018-19, reported in IPEDS DCY2018-19"
381,TUITFTE,"FY2018 (numerator) and AY2017-18 (denominator), reported in IPEDS DCY2018-19"
382,INEXPFTE,"FY2018 (numerator) and AY2017-18 (denominator), reported in IPEDS DCY2018-19"
383,AVGFACSAL,"AcadYr 2018-19 salaries of Fall 2018 faculty, reported in IPEDS DCY2018-19"
384,PFTFAC,"Fall 2018, reported in IPEDS DCY2018-19"
385,PCTPELL,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
386,C150_4,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
387,C150_L4,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
388,C150_4_POOLED,
389,C150_L4_POOLED,
390,POOLYRS,
391,PFTFTUG1_EF,"Fall 2018, reported in IPEDS DCY2018-19"
392,D150_4,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
393,D150_L4,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
394,D150_4_POOLED,
395,D150_L4_POOLED,
396,C150_4_WHITE,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
397,C150_4_BLACK,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
398,C150_4_HISP,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
399,C150_4_ASIAN,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
400,C150_4_AIAN,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
401,C150_4_NHPI,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
402,C150_4_2MOR,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
403,C150_4_NRA,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
404,C150_4_UNKN,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
405,C150_4_WHITENH,
406,C150_4_BLACKNH,
407,C150_4_API,
408,C150_4_AIANOLD,
409,C150_4_HISPOLD,
410,C150_L4_WHITE,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
411,C150_L4_BLACK,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
412,C150_L4_HISP,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
413,C150_L4_ASIAN,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
414,C150_L4_AIAN,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
415,C150_L4_NHPI,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
416,C150_L4_2MOR,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
417,C150_L4_NRA,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
418,C150_L4_UNKN,"Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
419,C150_L4_WHITENH,
420,C150_L4_BLACKNH,
421,C150_L4_API,
422,C150_L4_AIANOLD,
423,C150_L4_HISPOLD,
424,C200_4,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
425,C200_L4,"Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
426,D200_4,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
427,D200_L4,"Fall 2014 or AcadYr 2014-15 cohort (differs by institutional calendar), reported in IPEDS DCY2018-19"
428,RET_FT4,"Fall 2017 bachelor's-seeking cohort, reported in IPEDS DCY2018-19"
429,RET_FTL4,"Fall 2017 cohort, reported in IPEDS DCY2018-19"
430,RET_PT4,"Fall 2017 bachelor's-seeking cohort, reported in IPEDS DCY2018-19"
431,RET_PTL4,"Fall 2017 cohort, reported in IPEDS DCY2018-19"
432,C200_4_POOLED,
433,C200_L4_POOLED,
434,POOLYRS200,
435,D200_4_POOLED,
436,D200_L4_POOLED,
437,PCTFLOAN,"AcadYr 2017-18, reported in IPEDS DCY2018-19"
438,UG25ABV,
439,CDR2,
440,CDR3,FSA FY2016 cohort measured in FY2018
441,DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
442,COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
443,COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
444,COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
445,WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
446,WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
447,WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
448,ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
449,ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
450,ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
451,UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
452,UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
453,UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
454,LO_INC_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
455,LO_INC_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
456,LO_INC_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
457,LO_INC_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
458,LO_INC_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
459,LO_INC_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
460,LO_INC_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
461,LO_INC_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
462,LO_INC_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
463,LO_INC_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
464,LO_INC_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
465,LO_INC_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
466,LO_INC_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
467,MD_INC_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
468,MD_INC_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
469,MD_INC_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
470,MD_INC_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
471,MD_INC_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
472,MD_INC_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
473,MD_INC_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
474,MD_INC_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
475,MD_INC_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
476,MD_INC_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
477,MD_INC_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
478,MD_INC_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
479,MD_INC_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
480,HI_INC_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
481,HI_INC_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
482,HI_INC_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
483,HI_INC_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
484,HI_INC_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
485,HI_INC_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
486,HI_INC_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
487,HI_INC_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
488,HI_INC_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
489,HI_INC_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
490,HI_INC_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
491,HI_INC_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
492,HI_INC_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
493,DEP_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
494,DEP_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
495,DEP_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
496,DEP_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
497,DEP_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
498,DEP_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
499,DEP_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
500,DEP_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
501,DEP_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
502,DEP_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
503,DEP_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
504,DEP_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
505,DEP_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
506,IND_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
507,IND_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
508,IND_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
509,IND_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
510,IND_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
511,IND_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
512,IND_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
513,IND_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
514,IND_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
515,IND_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
516,IND_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
517,IND_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
518,IND_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
519,FEMALE_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
520,FEMALE_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
521,FEMALE_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
522,FEMALE_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
523,FEMALE_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
524,FEMALE_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
525,FEMALE_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
526,FEMALE_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
527,FEMALE_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
528,FEMALE_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
529,FEMALE_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
530,FEMALE_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
531,FEMALE_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
532,MALE_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
533,MALE_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
534,MALE_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
535,MALE_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
536,MALE_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
537,MALE_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
538,MALE_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
539,MALE_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
540,MALE_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
541,MALE_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
542,MALE_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
543,MALE_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
544,MALE_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
545,PELL_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
546,PELL_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
547,PELL_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
548,PELL_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
549,PELL_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
550,PELL_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
551,PELL_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
552,PELL_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
553,PELL_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
554,PELL_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
555,PELL_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
556,PELL_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
557,PELL_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
558,NOPELL_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
559,NOPELL_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
560,NOPELL_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
561,NOPELL_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
562,NOPELL_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
563,NOPELL_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
564,NOPELL_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
565,NOPELL_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
566,NOPELL_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
567,NOPELL_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
568,NOPELL_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
569,NOPELL_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
570,NOPELL_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
571,LOAN_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
572,LOAN_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
573,LOAN_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
574,LOAN_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
575,LOAN_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
576,LOAN_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
577,LOAN_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
578,LOAN_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
579,LOAN_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
580,LOAN_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
581,LOAN_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
582,LOAN_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
583,LOAN_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
584,NOLOAN_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
585,NOLOAN_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
586,NOLOAN_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
587,NOLOAN_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
588,NOLOAN_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
589,NOLOAN_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
590,NOLOAN_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
591,NOLOAN_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
592,NOLOAN_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
593,NOLOAN_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
594,NOLOAN_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
595,NOLOAN_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
596,NOLOAN_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
597,FIRSTGEN_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
598,FIRSTGEN_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
599,FIRSTGEN_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
600,FIRSTGEN_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
601,FIRSTGEN_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
602,FIRSTGEN_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
603,FIRSTGEN_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
604,FIRSTGEN_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
605,FIRSTGEN_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
606,FIRSTGEN_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
607,FIRSTGEN_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
608,FIRSTGEN_UNKN_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
609,FIRSTGEN_UNKN_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
610,NOT1STGEN_DEATH_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
611,NOT1STGEN_COMP_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
612,NOT1STGEN_COMP_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
613,NOT1STGEN_COMP_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
614,NOT1STGEN_WDRAW_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
615,NOT1STGEN_WDRAW_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
616,NOT1STGEN_WDRAW_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
617,NOT1STGEN_ENRL_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
618,NOT1STGEN_ENRL_4YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
619,NOT1STGEN_ENRL_2YR_TRANS_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
620,NOT1STGEN_UNKN_ORIG_YR2_RT,NSLDS AY2016-17 cohort measured in AY2018-19
